142,64,9,65
143,65,2,1719
144,65,8,64
145,66,2,659
146,66,2,1593
147,67,9,35964
148,68,2,2589
149,69,2,3028
150,71,2,72
151,71,9,73
152,72,7,71
153,72,7,73
154,73,2,72
155,73,2,1015
156,73,8,71
157,73,8,6291
158,73,9,31931
159,75,3,34649
160,75,4,9494
161,75,8,560
162,75,9,8098
163,76,6,4985
164,76,6,12101
165,76,9,77
166,76,11,176
167,77,6,10153
168,77,8,76
169,77,9,1915
170,79,4,1836
171,79,6,7396
172,80,2,81
173,80,2,1917
174,80,2,3288
175,80,2,4540
176,80,2,7060
177,80,2,31973
178,80,3,1939
179,80,3,2302
180,80,3,5270
181,80,3,5723
182,80,3,7113
183,80,3,9040
184,80,3,9170
185,80,3,18449
186,80,3,19977
187,80,3,23259
188,80,3,24835
189,80,3,28149
190,80,4,1090
191,80,4,1091
192,80,4,1092
193,80,4,14007
194,80,4,20667
195,80,4,24371
196,80,6,10937
197,80,9,82
198,80,9,85
199,80,11,90
200,80,11,92
201,80,11,93
202,80,11,95
203,80,11,96
204,80,11,2391
205,80,11,2581
206,80,11,8287
207,80,11,10808
208,80,11,31251
209,80,12,7953
210,81,2,17717
211,81,3,5723
212,81,4,83
213,81,7,80
214,81,7,82
215,82,2,81
216,82,8,80
217,82,9,84
218,83,10,81
219,84,2,10581
220,84,2,32898
221,84,5,2695
222,84,8,82
223,84,9,85
224,85,2,8839
225,85,4,14007
226,85,4,24371
227,85,6,1967
228,85,6,1968
229,85,6,1969
230,85,8,80
231,85,8,84
232,85,9,86
233,86,2,9708
234,86,4,14007
235,86,4,24371
236,86,8,85
237,86,9,87
238,87,4,14007
239,87,4,24371
240,87,8,86
241,87,9,6336
242,87,9,32792
243,88,8,6336
244,88,8,36436
245,88,9,89
246,89,8,88
247,89,9,95
248,89,9,23259
249,90,3,22435
250,90,4,3626
251,90,7,80
252,90,9,91
253,90,9,2273
254,91,2,1939
255,91,6,2273
256,91,8,90
257,92,7,80
258,93,2,864
259,93,3,80
260,93,4,2269
261,93,9,2298
262,93,11,2743
263,94,2,1215
264,94,4,2294
265,94,8,2298
266,94,9,1241
267,95,4,3963
268,95,4,3964
269,95,7,80
270,96,7,80
271,97,4,12429
272,97,9,10336
273,98,2,673
274,98,2,8062
275,98,5,99
276,99,2,1659
277,99,2,8518
278,99,5,98
279,99,8,3268
280,99,9,1609
281,101,2,656
282,101,4,36032
283,101,6,713
284,103,9,367
285,106,5,2071
286,107,9,108
287,108,8,107
288,109,8,2205
289,112,2,705
290,112,2,765
291,112,3,275
292,112,3,964
293,115,8,118
294,116,5,117
295,117,5,116
296,117,9,118
297,118,8,117
298,118,9,115
299,121,2,908
300,121,4,664
301,121,6,5114
302,121,9,430
303,122,2,1996
304,123,9,380
305,124,8,381
306,125,6,126
307,126,6,125
308,127,9,128
309,128,8,127
310,129,2,484
311,129,2,3218
312,129,2,4476
313,129,8,2143
314,129,9,130
315,130,8,129
316,130,9,131
317,131,8,130
318,131,9,33726
319,133,2,1679
320,133,6,881
321,133,9,651
322,134,9,3231
323,135,4,2336
324,135,6,10765
325,135,9,645
326,136,2,10189
327,136,6,11061
328,136,9,137
329,137,6,11061
330,137,8,136
331,137,9,138
332,138,6,11061
333,138,8,137
334,138,9,139
335,139,6,11061
336,139,8,138
337,141,2,848
338,143,3,1810
339,144,6,1530
340,144,9,704
341,147,6,3318
342,147,11,281
343,147,11,1856
344,147,11,9170
345,148,2,7571
346,148,3,18643
347,149,2,3057
348,150,3,10490
349,150,3,10681
350,150,6,405
351,151,3,36976
352,151,6,1661
353,152,2,3138
354,154,4,3861
355,155,6,156
356,155,8,2729
357,156,6,155
358,156,8,595
359,157,3,34450
360,157,5,3948
361,157,5,4188
362,157,6,1546
363,157,9,33478
364,158,2,3468
365,158,9,444
366,161,2,9568
367,161,9,33185
368,165,2,559
369,165,4,5288
370,165,6,758
371,168,4,10592
372,168,4,12223
373,169,12,10012
374,170,2,1764
375,170,2,1861
376,170,2,2498
377,170,2,2499
378,174,4,760
379,174,9,448
380,176,2,12101
381,176,8,4849
382,176,12,76
383,177,2,807
384,177,9,969
385,177,12,861
386,178,6,179
387,179,6,178
388,180,4,1112
389,180,9,181
390,181,4,1111
391,181,8,180
392,182,6,393
393,185,4,821
394,185,4,12725
395,185,4,19613
396,185,9,186
397,186,2,822
398,186,4,821
399,186,4,12725
400,186,8,185
401,186,9,187
402,187,2,822
403,187,4,821
404,187,4,12725
405,187,8,186
406,187,9,18
407,188,9,4561
408,188,12,6690
409,189,2,191
410,189,2,192
411,189,2,963
412,189,4,3247
413,189,9,190
414,190,8,189
415,191,7,189
416,192,7,189
417,194,2,5164
418,194,9,1088
419,195,2,7474
420,195,4,14685
421,195,9,443
422,195,11,196
423,195,11,524
424,196,7,195
425,196,7,443
426,196,9,524
427,200,2,14367
428,202,9,1023
429,203,8,2185
430,206,4,2840
431,206,6,207
432,207,6,206
433,207,6,23229
434,207,12,515
435,207,12,1150
436,208,9,209
437,209,8,208
438,210,2,418
439,210,2,792
440,210,2,1008
441,210,2,5493
442,210,3,6713
443,210,3,10819
444,210,3,10822
445,210,3,10823
446,210,3,10824
447,210,3,10825
448,210,9,1007
449,212,6,1295
450,212,9,1296
451,213,2,215
452,213,6,216
453,213,9,214
454,214,6,215
455,214,8,213
456,215,9,216
457,216,6,213
458,216,8,215
459,217,8,3633
460,218,9,219
461,218,11,2067
462,219,8,218
463,221,9,222
464,221,12,320
465,222,8,221
466,223,6,502
467,223,6,891
468,223,6,892
469,223,6,893
470,223,9,813
471,223,9,6033
472,223,11,2520
473,223,12,2222
474,223,12,30450
475,225,8,813
476,225,9,987
477,226,2,376
478,227,9,33010
479,228,9,1594
480,232,2,371
481,232,2,2424
482,232,9,372
483,232,9,35320
484,235,2,779
485,235,2,780
486,235,2,781
487,235,2,1363
488,235,2,1364
489,235,2,1365
490,235,2,1366
491,235,2,1367
492,235,2,1368
493,235,2,1369
494,235,2,1505
495,235,2,1506
496,235,2,2171
497,235,2,2512
498,235,2,2513
499,235,2,2514
500,235,2,2515
501,235,2,2597
502,235,2,4447
503,235,2,5348
504,235,2,5460
505,235,2,6115
506,235,2,6198
507,235,2,6231
508,235,2,6438
509,235,2,6467
510,235,2,8331
511,235,2,8609
512,235,2,9785
513,235,2,9786
514,235,2,9963
515,235,2,10531
516,235,2,10703
517,235,2,12117
518,235,2,13837
519,235,2,13839
520,235,2,14735
521,235,2,21419
522,235,2,21867
523,235,2,24169
524,235,2,28479
525,235,2,32005
526,235,2,34430
527,235,2,35798
528,235,3,5578
529,235,3,10766
530,235,3,33145
531,235,3,33146
532,235,3,33148
533,235,3,33149
534,235,3,33150
535,235,3,33152
536,235,3,35901
537,235,3,36269
538,235,3,36760
539,235,4,7303
540,235,4,9839
541,235,5,8310
542,235,5,25517
543,235,6,34036
544,237,4,1631
545,237,6,4246
546,237,6,13731
547,237,8,35134
548,237,9,12471
549,237,9,35134
550,238,9,5691
551,240,9,1813
552,240,11,669
553,241,9,487
554,243,2,507
555,245,8,1913
556,246,11,18393
557,246,12,6702
558,247,2,1906
559,247,2,1907
560,247,4,30145
561,247,6,647
562,247,9,1904
563,247,9,1905
564,248,2,641
565,248,9,642
566,249,2,449
567,249,2,450
568,249,2,451
569,249,2,452
570,249,2,4886
571,249,3,31133
572,249,9,6811
573,250,2,844
574,250,2,911
575,250,2,7430
576,250,2,10732
577,251,9,2971
578,253,6,17785
579,253,9,254
580,254,8,253
581,254,9,255
582,255,8,254
583,257,9,1956
584,259,6,260
585,260,2,7579
586,260,6,259
587,260,9,261
588,261,8,260
589,261,9,262
590,262,8,261
591,263,2,12069
592,263,9,264
593,264,8,263
594,264,9,265
595,265,8,264
596,265,9,5258
597,266,5,858
598,269,2,762
599,269,2,834
600,269,2,1686
601,269,2,2889
602,269,2,4835
603,269,2,8247
604,269,2,35118
605,270,3,7728
606,270,6,777
607,273,11,4483
608,274,4,2176
609,274,4,3222
610,274,4,3223
611,274,9,3349
612,274,9,5859
613,275,2,1874
614,275,3,112
615,275,5,964
616,276,4,632
617,276,9,277
618,277,2,631
619,277,2,7066
620,277,4,4997
621,277,8,276
622,281,11,147
623,282,11,1473
624,283,2,37423
625,283,4,8950
626,283,4,23583
627,283,8,5494
628,284,6,1488
629,285,2,1789
630,286,9,1736
631,287,6,1859
632,287,9,551
633,287,9,33566
634,288,9,1669
635,288,11,5962
636,289,2,707
637,289,3,472
638,289,9,706
639,289,9,5147
640,290,4,1381
641,290,8,1124
642,290,9,396
643,291,2,4508
644,291,8,62
645,291,9,2595
646,293,2,1752
647,293,2,1754
648,293,2,1755
649,293,2,1756
650,293,2,1757
651,293,2,1758
652,293,6,1683
653,293,6,1748
654,293,8,1597
655,293,11,1718
656,294,9,295
657,295,8,294
658,297,2,4361
659,298,2,454
660,298,2,1994
661,298,3,9332
662,298,5,873
663,298,8,48
664,299,5,48
665,300,9,1225
666,302,2,2614
667,302,4,7308
668,302,5,2613
669,302,9,2613
670,303,11,50
671,304,8,49
672,305,3,4923
673,305,3,12769
674,305,3,20385
675,311,4,313
676,311,6,8542
677,312,8,314
678,313,10,311
679,314,8,8542
680,314,9,312
681,317,2,6151
682,317,4,6152
683,317,6,2952
684,317,8,408
685,318,5,1234
686,318,9,2217
687,320,9,3323
688,320,12,221
689,322,8,852
690,324,3,33741
691,324,6,1288
692,324,8,2733
693,324,9,1289
694,328,2,23177
695,329,3,10735
696,331,2,796
697,331,6,34745
698,331,9,332
699,332,8,331
700,334,8,520
701,336,9,771
702,338,4,3868
703,338,6,5415
704,343,2,2580
705,345,4,2517
706,345,9,2035
707,346,2,9967
708,349,6,3301
709,350,9,351
710,351,2,2947
711,351,8,350
712,351,9,352
713,352,2,1376
714,352,2,2948
715,352,2,12591
716,352,8,351
717,352,9,353
718,353,8,352
719,355,2,1531
720,355,2,6330
721,355,2,28603
722,355,4,1815
723,355,9,2787
724,355,11,1066
725,355,12,6628
726,356,4,7559
727,356,5,14829
728,356,5,33047
729,356,5,34321
730,356,5,34662
731,356,6,6922
732,356,6,12565
733,356,6,22297
734,356,6,25537
735,356,8,11741
736,356,11,37033
737,356,12,10012
738,357,9,2131
739,361,9,362
740,362,6,363
741,362,8,361
742,363,6,362
743,363,9,1071
744,366,2,4718
745,366,8,6443
746,367,8,103
747,368,2,2873
748,368,2,5347
749,368,8,972
750,368,9,1401
751,369,3,37451
752,370,6,693
753,370,8,769
754,371,7,232
755,372,2,1078
756,372,6,35320
757,372,8,232
758,373,6,374
759,373,6,375
760,374,6,373
761,375,2,3232
762,375,6,373
763,376,7,226
764,377,8,1733
765,377,9,378
766,378,2,12351
767,378,8,377
768,379,11,564
769,380,8,123
770,380,9,381
771,381,8,380
772,381,9,124
773,382,9,23985
774,383,2,654
775,383,2,2206
776,383,2,13287
777,383,9,652
778,383,9,653
779,383,9,655
780,383,11,1600
781,384,3,32071
782,384,9,395
783,390,9,33743
784,392,2,882
785,392,2,883
786,392,2,12455
787,392,3,36951
788,392,4,2125
789,392,4,2126
790,392,9,6964
791,393,6,182
792,394,2,3266
793,394,8,53
794,395,3,32071
795,395,8,384
796,396,4,399
797,396,8,290
798,396,9,397
799,397,8,396
800,397,9,398
801,398,8,397
802,399,10,396
803,400,2,33713
804,400,3,4650
805,400,11,1226
806,401,8,45
807,402,6,607
808,403,6,649
809,403,9,797
810,405,3,10490
811,405,3,10681
812,405,6,150
813,406,9,2684
814,408,9,317
815,411,2,5501
816,415,6,6625
817,417,3,34862
818,418,7,210
819,421,4,1903
820,421,9,422
821,422,4,1903
822,422,5,27677
823,422,8,421
824,422,9,423
825,423,8,422
826,423,9,1584
827,424,2,1794
828,424,2,1796
829,424,5,1802
830,424,9,1803
831,425,12,13843
832,427,9,428
833,427,11,1501
834,428,8,427
835,428,9,429
836,429,8,428
837,430,8,121
838,430,11,908
839,435,6,1954
840,435,9,1563
841,438,6,5682
842,440,6,441
843,441,6,440
844,442,2,2248
845,442,7,20
846,443,7,195
847,443,11,196
848,443,11,524
849,444,2,3469
850,444,8,158
851,444,9,1729
852,445,12,12699
853,446,8,447
854,446,8,1024
855,447,9,446
856,447,9,1024
857,448,8,174
858,449,7,249
859,450,7,249
860,451,7,249
861,452,7,249
862,454,7,48
863,454,7,298
864,455,9,15159
865,457,9,21329
866,457,9,21939
867,459,7,21
868,460,2,2385
869,460,7,21
870,461,2,2386
871,461,7,21
872,462,7,21
873,463,2,2490
874,463,7,21
875,464,7,21
876,465,7,21
877,466,7,21
878,467,2,10949
879,467,4,2449
880,467,5,43
881,467,9,801
882,467,11,1335
883,468,8,43
884,471,2,1624
885,471,5,11773
886,471,9,1720
887,471,11,472
888,472,2,3977
889,472,9,685
890,472,11,471
891,473,9,1001
892,474,6,1211
893,474,8,1088
894,474,9,1397
895,477,9,962
896,478,3,30381
897,478,6,2170
898,478,6,6032
899,478,6,16415
900,478,9,10447
901,481,2,1894
902,481,2,5458
903,481,2,6951
904,481,3,10015
905,481,3,21639
906,481,3,34866
907,481,4,33997
908,481,8,550
909,481,9,482
910,481,9,28771
911,482,2,6951
912,482,3,10015
913,482,3,21639
914,482,3,34866
915,482,8,481
916,482,9,3972
917,484,7,129
918,484,9,4476
919,486,2,3466
920,486,6,35079
921,486,8,1379
922,486,9,2175
923,486,12,6628
924,487,8,241
925,488,2,4156
926,488,9,1888
927,489,2,3449
928,490,9,5419
929,492,8,1079
930,493,10,1079
931,495,9,808
932,495,11,1228
933,497,11,2105
934,498,9,2521
935,501,8,2648
936,501,9,2471
937,502,6,223
938,502,6,893
939,502,9,891
940,504,8,1799
941,504,8,1800
942,504,11,825
943,504,11,35204
944,505,4,29231
945,505,9,1886
946,506,6,1974
947,506,6,3734
948,507,2,243
949,508,2,2399
950,508,2,7329
951,508,2,7330
952,508,2,8108
953,508,2,8109
954,508,2,8949
955,508,2,8965
956,508,2,8966
957,508,6,36145
958,508,9,13679
959,510,5,661
960,510,5,2609
961,510,5,2610
962,510,9,2139
963,511,2,1058
964,512,6,35770
965,515,9,1150
966,515,12,207
967,516,2,2407
968,516,2,2408
969,516,2,5290
970,516,2,5710
971,516,2,8134
972,516,6,21671
973,516,11,5449
974,517,7,24
975,518,2,2272
976,518,2,3462
977,518,3,23129
978,518,6,5953
979,520,9,334
980,521,9,1110
981,523,11,2488
982,524,7,196
983,524,11,195
984,524,11,443
985,526,3,10036
986,526,4,7366
987,527,2,528
988,527,2,1117
989,527,2,1118
990,527,2,1119
991,527,2,1120
992,527,2,1709
993,527,2,4792
994,527,2,4793
995,527,2,4794
996,527,2,4795
997,527,2,4874
998,527,2,5526
999,527,2,6877
1000,527,2,10916
1001,527,2,10917
1002,527,3,33898
1003,527,3,34034
1004,527,3,34514
1005,527,4,2363
1006,527,4,11073
1007,527,4,31750
1008,527,4,36825
1009,527,5,1525
1010,527,5,20159
1011,527,9,1564
1012,528,3,5526
1013,528,7,527
1014,528,9,1709
1015,529,2,609
1016,530,4,8756
1017,530,6,14751
1018,530,9,740
1019,531,2,2937
1020,531,7,740
1021,532,2,997
1022,532,4,8756
1023,532,6,31733
1024,532,8,740
1025,532,9,1239
1026,533,9,6068
1027,534,8,536
1028,534,8,867
1029,534,8,1170
1030,534,9,535
1031,535,8,534
1032,535,9,866
1033,535,9,1172
1034,536,8,1170
1035,536,9,534
1036,536,9,869
1037,537,5,10702
1038,538,2,8767
1039,538,6,539
1040,539,2,2725
1041,539,5,1101
1042,539,5,1133
1043,539,5,24699
1044,539,6,538
1045,539,6,696
1046,539,9,1146
1047,539,11,1133
1048,539,11,5781
1049,540,8,1146
1050,540,9,541
1051,540,9,10351
1052,541,2,37789
1053,541,8,540
1054,541,9,1147
1055,543,8,732
1056,546,2,2027
1057,546,3,2015
1058,546,6,547
1059,547,6,546
1060,550,9,481
1061,550,9,2006
1062,551,6,1859
1063,551,8,287
1064,551,9,33566
1065,551,9,34443
1066,552,2,8490
1067,552,3,33314
1068,552,8,2961
1069,552,9,2397
1070,552,11,859
1071,552,11,874
1072,552,11,1132
1073,552,11,2123
1074,552,11,8624
1075,554,2,557
1076,554,9,555
1077,555,8,554
1078,555,9,556
1079,556,8,554
1080,557,7,554
1081,558,8,627
1082,558,8,5029
1083,558,9,1842
1084,559,7,165
1085,560,9,75
1086,561,6,1165
1087,561,11,15127
1088,562,8,1964
1089,563,9,1187
1090,564,11,379
1091,566,6,3974
1092,568,5,1347
1093,568,12,1349
1094,569,6,35730
1095,569,9,1168
1096,573,5,1232
1097,573,9,1191
1098,574,8,929
1099,577,3,33663
1100,582,4,1012
1101,585,11,597
1102,586,9,2246
1103,589,9,915
1104,591,2,1749
1105,591,9,886
1106,592,8,4191
1107,593,3,13233
1108,594,7,20
1109,595,8,1043
1110,595,9,156
1111,596,7,59
1112,597,7,585
1113,598,9,1768
1114,598,12,3190
1115,599,2,15743
1116,601,6,1062
1117,603,3,10736
1118,603,3,11569
1119,603,3,37501
1120,603,5,1534
1121,603,5,1932
1122,603,5,3692
1123,603,5,5684
1124,603,5,7645
1125,603,5,9893
1126,603,5,12191
1127,603,5,16419
1128,603,5,21407
1129,603,5,28669
1130,603,5,31884
1131,603,5,34290
1132,603,5,36593
1133,603,9,1929
1134,603,11,5753
1135,603,11,8133
1136,603,11,9979
1137,603,11,10549
1138,603,11,34302
1139,604,11,3320
1140,607,6,402
1141,608,8,1166
1142,608,9,1999
1143,609,7,529
1144,611,2,5492
1145,611,2,34476
1146,615,2,920
1147,615,9,921
1148,615,11,1048
1149,615,11,31890
1150,617,9,618
1151,618,8,617
1152,620,6,2016
1153,620,6,2017
1154,620,8,2486
1155,623,3,22361
1156,626,9,660
1157,627,9,558
1158,627,9,5029
1159,629,9,630
1160,629,9,5466
1161,630,8,629
1162,631,7,277
1163,632,7,276
1164,633,3,23597
1165,635,9,636
1166,636,8,635
1167,641,7,248
1168,642,8,248
1169,642,9,981
1170,644,8,16
1171,644,9,1142
1172,645,8,135
1173,647,6,247
1174,647,9,1904
1175,648,2,12881
1176,649,5,403
1177,650,11,917
1178,651,8,133
1179,652,2,2206
1180,652,8,383
1181,652,9,653
1182,653,2,654
1183,653,2,12225
1184,653,8,652
1185,653,9,655
1186,654,7,653
1187,655,8,653
1188,656,7,101
1189,659,7,66
1190,660,8,626
1191,661,5,510
1192,661,5,2139
1193,661,5,2609
1194,661,5,2610
1195,664,10,121
1196,665,6,20899
1197,665,8,14719
1198,665,9,666
1199,666,6,26055
1200,666,8,665
1201,667,9,1654
1202,668,11,2910
1203,669,6,1591
1204,669,11,240
1205,673,7,98
1206,675,9,1113
1207,678,6,679
1208,678,8,3005
1209,679,2,3005
1210,679,6,678
1211,682,2,683
1212,682,3,2485
1213,682,9,684
1214,682,12,1037
1215,683,7,682
1216,684,2,22231
1217,684,8,682
1218,685,2,686
1219,685,8,472
1220,686,7,685
1221,688,9,689
1222,689,8,688
1223,690,6,1384
1224,691,2,2008
1225,691,9,2009
1226,692,9,2007
1227,693,6,370
1228,693,6,767
1229,694,3,695
1230,695,3,694
1231,696,6,539
1232,696,9,1006
1233,696,11,1502
1234,704,8,144
1235,705,7,112
1236,705,8,765
1237,706,3,707
1238,706,6,5147
1239,706,8,289
1240,707,7,289
1241,710,2,1847
1242,711,9,3067
1243,711,10,1650
1244,712,3,37395
1245,712,11,763
1246,712,11,764
1247,712,11,1746
1248,713,6,101
1249,714,9,5956
1250,715,6,718
1251,718,6,715
1252,719,6,5784
1253,721,4,3265
1254,723,2,2801
1255,723,2,2802
1256,723,10,2800
1257,727,6,3155
1258,729,9,1552
1259,732,9,543
1260,733,9,734
1261,734,8,733
1262,740,2,531
1263,740,4,8756
1264,740,6,14751
1265,740,8,530
1266,740,9,532
1267,749,9,4314
1268,750,3,1926
1269,751,6,1672
1270,754,6,34946
1271,756,6,2476
1272,758,6,165
1273,760,10,174
1274,761,7,20
1275,762,7,269
1276,763,3,37395
1277,763,11,712
1278,763,11,764
1279,763,11,1746
1280,764,3,37395
1281,764,11,712
1282,764,11,763
1283,764,11,1746
1284,765,6,964
1285,765,6,1741
1286,765,7,112
1287,765,9,275
1288,765,9,705
1289,766,6,1067
1290,767,6,693
1291,767,9,370
1292,767,11,769
1293,769,7,767
1294,769,9,370
1295,771,8,336
1296,776,2,5865
1297,777,4,6904
1298,777,6,270
1299,777,8,11077
1300,779,7,235
1301,780,7,235
1302,781,7,235
1303,785,12,2724
1304,792,7,210
1305,792,9,1010
1306,793,7,861
1307,796,7,331
1308,797,8,403
1309,798,6,24527
1310,798,8,1843
1311,799,9,5472
1312,801,4,2448
1313,801,8,467
1314,801,9,1566
1315,801,11,3485
1316,807,7,177
1317,808,8,495
1318,811,2,1235
1319,811,11,1084
1320,813,2,894
1321,813,2,895
1322,813,2,896
1323,813,2,897
1324,813,2,898
1325,813,2,899
1326,813,2,900
1327,813,2,901
1328,813,2,902
1329,813,2,903
1330,813,2,904
1331,813,2,905
1332,813,2,906
1333,813,2,984
1334,813,2,985
1335,813,2,986
1336,813,2,5152
1337,813,2,6714
1338,813,2,10017
1339,813,2,12231
1340,813,2,14837
1341,813,2,22699
1342,813,2,25389
1343,813,2,30694
1344,813,2,33947
1345,813,6,6033
1346,813,6,22777
1347,813,8,223
1348,813,9,225
1349,813,12,23933
1350,813,12,23935
1351,814,7,22
1352,815,7,22
1353,817,2,1790
1354,820,2,3371
1355,820,2,3665
1356,820,6,31433
1357,820,6,36369
1358,820,6,36370
1359,820,6,36371
1360,820,8,3016
1361,821,9,3931
1362,821,10,185
1363,821,10,186
1364,821,10,187
1365,822,7,186
1366,822,7,187
1367,822,9,5228
1368,824,9,3157
1369,825,3,35204
1370,825,11,504
1371,825,11,1009
1372,825,11,1799
1373,825,11,1800
1374,831,9,1014
1375,833,9,1149
1376,834,7,269
1377,835,2,21119
1378,835,8,836
1379,836,9,835
1380,837,2,4078
1381,837,6,4903
1382,839,2,1937
1383,839,8,2591
1384,842,2,5308
1385,842,6,29854
1386,842,6,31098
1387,844,7,250
1388,846,8,24
1389,846,8,517
1390,846,9,4015
1391,848,7,141
1392,849,2,4382
1393,849,9,7311
1394,849,11,5118
1395,849,11,5957
1396,849,11,26351
1397,850,2,4353
1398,852,6,7578
1399,852,9,322
1400,854,2,10373
1401,854,4,1625
1402,856,2,1830
1403,856,2,3593
1404,856,4,6226
1405,856,8,36777
1406,856,9,30901
1407,857,2,3791
1408,857,9,9201
1409,858,2,9445
1410,858,5,266
1411,859,2,2606
1412,859,2,8491
1413,859,4,4712
1414,859,11,552
1415,859,11,874
1416,859,11,1132
1417,859,11,1313
1418,859,11,8624
1419,860,3,6741
1420,861,2,793
1421,861,9,3091
1422,861,12,177
1423,863,2,6657
1424,864,7,93
1425,866,8,535
1426,866,9,1172
1427,867,8,868
1428,867,9,534
1429,868,8,869
1430,868,9,867
1431,869,8,536
1432,869,9,868
1433,872,2,3991
1434,873,3,9332
1435,873,8,48
1436,873,8,298
1437,873,9,3269
1438,874,2,3032
1439,874,9,3033
1440,874,11,552
1441,874,11,859
1442,874,11,1132
1443,874,11,1313
1444,874,11,8624
1445,876,3,30042
1446,876,5,17379
1447,876,6,1362
1448,877,4,1869
1449,878,6,33048
1450,880,8,50
1451,880,9,2198
1452,881,6,133
1453,882,7,392
1454,883,7,392
1455,886,2,1750
1456,886,8,591
1457,887,10,888
1458,888,4,887
1459,889,5,8440
1460,889,9,1519
1461,890,5,2803
1462,890,5,3325
1463,890,5,3486
1464,890,5,3505
1465,890,5,4532
1466,890,5,5075
1467,890,5,5440
1468,890,9,1382
1469,890,9,4416
1470,891,6,223
1471,891,8,502
1472,891,9,892
1473,892,6,223
1474,892,8,891
1475,892,9,893
1476,893,6,223
1477,893,6,502
1478,893,8,892
1479,894,7,813
1480,895,7,813
1481,896,3,11659
1482,896,3,18603
1483,896,7,813
1484,896,9,897
1485,897,7,813
1486,897,8,896
1487,898,7,813
1488,898,9,899
1489,899,7,813
1490,899,8,898
1491,900,3,22695
1492,900,7,813
1493,901,7,813
1494,901,9,903
1495,902,7,813
1496,903,7,813
1497,903,8,901
1498,903,9,904
1499,904,7,813
1500,904,8,903
1501,905,7,813
1502,906,7,813
1503,907,2,30625
1504,908,7,121
1505,908,7,430
1506,910,9,1988
1507,911,7,250
1508,912,2,2851
1509,912,3,16345
1510,913,9,968
1511,915,8,589
1512,917,11,650
1513,918,2,2951
1514,918,2,6945
1515,918,2,10643
1516,918,2,25313
1517,918,2,32122
1518,918,3,15335
1519,918,3,19261
1520,918,6,7472
1521,918,6,21899
1522,918,9,9969
1523,919,7,2213
1524,920,7,615
1525,921,2,10520
1526,921,8,615
1527,924,8,925
1528,924,9,926
1529,925,3,28401
1530,925,8,2268
1531,925,9,924
1532,926,8,924
1533,926,9,6038
1534,927,2,9528
1535,927,8,1675
1536,927,9,928
1537,928,8,927
1538,929,4,20975
1539,929,9,574
1540,929,9,5372
1541,929,11,1657
1542,930,4,2760
1543,930,9,2761
1544,932,3,24847
1545,933,2,1841
1546,934,2,2899
1547,934,2,16700
1548,934,3,10491
1549,934,5,4896
1550,934,9,1889
1551,936,7,20
1552,937,3,9737
1553,937,6,54
1554,937,6,22677
1555,938,3,12885
1556,938,6,5292
1557,940,2,2132
1558,940,12,6628
1559,941,2,1489
1560,949,2,7248
1561,949,4,5462
1562,949,4,24123
