378,8,377
379,11,564
380,8,123
380,9,381
381,8,380
381,9,124
382,9,23985
383,2,654
383,2,2206
383,2,13287
383,9,652
383,9,653
383,9,655
383,11,1600
384,3,32071
384,9,395
390,9,33743
392,2,882
392,2,883
392,2,12455
392,3,36951
392,4,2125
392,4,2126
392,9,6964
393,6,182
394,2,3266
394,8,53
395,3,32071
395,8,384
396,4,399
396,8,290
396,9,397
397,8,396
397,9,398
398,8,397
399,10,396
400,2,33713
400,3,4650
400,11,1226
401,8,45
402,6,607
403,6,649
403,9,797
405,3,10490
405,3,10681
405,6,150
406,9,2684
408,9,317
411,2,5501
415,6,6625
417,3,34862
418,7,210
421,4,1903
421,9,422
422,4,1903
422,5,27677
422,8,421
422,9,423
423,8,422
423,9,1584
424,2,1794
424,2,1796
424,5,1802
424,9,1803
425,12,13843
427,9,428
427,11,1501
428,8,427
428,9,429
429,8,428
430,8,121
430,11,908
435,6,1954
435,9,1563
438,6,5682
440,6,441
441,6,440
442,2,2248
442,7,20
443,7,195
443,11,196
443,11,524
444,2,3469
444,8,158
444,9,1729
445,12,12699
446,8,447
446,8,1024
447,9,446
447,9,1024
448,8,174
449,7,249
450,7,249
451,7,249
452,7,249
454,7,48
454,7,298
455,9,15159
457,9,21329
457,9,21939
459,7,21
460,2,2385
460,7,21
461,2,2386
461,7,21
462,7,21
463,2,2490
463,7,21
464,7,21
465,7,21
466,7,21
467,2,10949
467,4,2449
467,5,43
467,9,801
467,11,1335
468,8,43
471,2,1624
471,5,11773
471,9,1720
471,11,472
472,2,3977
472,9,685
472,11,471
473,9,1001
474,6,1211
474,8,1088
474,9,1397
477,9,962
478,3,30381
478,6,2170
478,6,6032
478,6,16415
478,9,10447
481,2,1894
481,2,5458
481,2,6951
481,3,10015
481,3,21639
481,3,34866
481,4,33997
481,8,550
481,9,482
481,9,28771
482,2,6951
482,3,10015
482,3,21639
482,3,34866
482,8,481
482,9,3972
484,7,129
484,9,4476
486,2,3466
486,6,35079
486,8,1379
486,9,2175
486,12,6628
487,8,241
488,2,4156
488,9,1888
489,2,3449
490,9,5419
492,8,1079
493,10,1079
495,9,808
495,11,1228
497,11,2105
498,9,2521
501,8,2648
501,9,2471
502,6,223
502,6,893
502,9,891
504,8,1799
504,8,1800
504,11,825
504,11,35204
505,4,29231
505,9,1886
506,6,1974
506,6,3734
507,2,243
508,2,2399
508,2,7329
508,2,7330
508,2,8108
508,2,8109
508,2,8949
508,2,8965
508,2,8966
508,6,36145
508,9,13679
510,5,661
510,5,2609
510,5,2610
510,9,2139
511,2,1058
512,6,35770
515,9,1150
515,12,207
516,2,2407
516,2,2408
516,2,5290
516,2,5710
516,2,8134
516,6,21671
516,11,5449
517,7,24
518,2,2272
518,2,3462
518,3,23129
518,6,5953
520,9,334
521,9,1110
523,11,2488
524,7,196
524,11,195
524,11,443
526,3,10036
526,4,7366
527,2,528
527,2,1117
527,2,1118
527,2,1119
527,2,1120
527,2,1709
527,2,4792
527,2,4793
527,2,4794
527,2,4795
527,2,4874
527,2,5526
527,2,6877
527,2,10916
527,2,10917
527,3,33898
527,3,34034
527,3,34514
527,4,2363
527,4,11073
527,4,31750
527,4,36825
527,5,1525
527,5,20159
527,9,1564
528,3,5526
528,7,527
528,9,1709
529,2,609
530,4,8756
530,6,14751
530,9,740
531,2,2937
531,7,740
532,2,997
532,4,8756
532,6,31733
532,8,740
532,9,1239
533,9,6068
534,8,536
534,8,867
534,8,1170
534,9,535
535,8,534
535,9,866
535,9,1172
536,8,1170
536,9,534
536,9,869
537,5,10702
538,2,8767
538,6,539
539,2,2725
539,5,1101
539,5,1133
539,5,24699
539,6,538
539,6,696
539,9,1146
539,11,1133
539,11,5781
540,8,1146
540,9,541
540,9,10351
541,2,37789
541,8,540
541,9,1147
543,8,732
546,2,2027
546,3,2015
546,6,547
547,6,546
550,9,481
550,9,2006
551,6,1859
551,8,287
551,9,33566
551,9,34443
552,2,8490
552,3,33314
552,8,2961
552,9,2397
552,11,859
552,11,874
552,11,1132
552,11,2123
552,11,8624
554,2,557
554,9,555
555,8,554
555,9,556
556,8,554
557,7,554
558,8,627
558,8,5029
558,9,1842
559,7,165
560,9,75
561,6,1165
561,11,15127
562,8,1964
563,9,1187
564,11,379
566,6,3974
568,5,1347
568,12,1349
569,6,35730
569,9,1168
573,5,1232
573,9,1191
574,8,929
577,3,33663
582,4,1012
585,11,597
586,9,2246
589,9,915
591,2,1749
591,9,886
592,8,4191
593,3,13233
594,7,20
595,8,1043
595,9,156
596,7,59
597,7,585
598,9,1768
598,12,3190
599,2,15743
601,6,1062
603,3,10736
603,3,11569
603,3,37501
603,5,1534
603,5,1932
603,5,3692
603,5,5684
603,5,7645
603,5,9893
603,5,12191
603,5,16419
603,5,21407
603,5,28669
603,5,31884
603,5,34290
603,5,36593
603,9,1929
603,11,5753
603,11,8133
603,11,9979
603,11,10549
603,11,34302
604,11,3320
607,6,402
608,8,1166
608,9,1999
609,7,529
611,2,5492
611,2,34476
615,2,920
615,9,921
615,11,1048
615,11,31890
617,9,618
618,8,617
620,6,2016
620,6,2017
620,8,2486
623,3,22361
626,9,660
627,9,558
627,9,5029
629,9,630
629,9,5466
630,8,629
631,7,277
632,7,276
633,3,23597
635,9,636
636,8,635
641,7,248
642,8,248
642,9,981
644,8,16
644,9,1142
645,8,135
647,6,247
647,9,1904
648,2,12881
649,5,403
650,11,917
651,8,133
652,2,2206
652,8,383
652,9,653
653,2,654
653,2,12225
653,8,652
653,9,655
654,7,653
655,8,653
656,7,101
659,7,66
660,8,626
661,5,510
661,5,2139
661,5,2609
661,5,2610
664,10,121
665,6,20899
665,8,14719
665,9,666
666,6,26055
666,8,665
667,9,1654
668,11,2910
669,6,1591
669,11,240
673,7,98
675,9,1113
678,6,679
678,8,3005
679,2,3005
679,6,678
682,2,683
682,3,2485
682,9,684
682,12,1037
683,7,682
684,2,22231
684,8,682
685,2,686
685,8,472
686,7,685
688,9,689
689,8,688
690,6,1384
691,2,2008
691,9,2009
692,9,2007
693,6,370
693,6,767
694,3,695
695,3,694
696,6,539
696,9,1006
696,11,1502
704,8,144
705,7,112
705,8,765
706,3,707
706,6,5147
706,8,289
707,7,289
710,2,1847
711,9,3067
711,10,1650
712,3,37395
712,11,763
712,11,764
712,11,1746
713,6,101
714,9,5956
715,6,718
718,6,715
719,6,5784
721,4,3265
723,2,2801
723,2,2802
723,10,2800
727,6,3155
729,9,1552
732,9,543
733,9,734
734,8,733
740,2,531
740,4,8756
740,6,14751
740,8,530
740,9,532
749,9,4314
750,3,1926
751,6,1672
754,6,34946
756,6,2476
758,6,165
760,10,174
761,7,20
762,7,269
763,3,37395
763,11,712
763,11,764
763,11,1746
764,3,37395
764,11,712
764,11,763
764,11,1746
765,6,964
765,6,1741
765,7,112
765,9,275
765,9,705
766,6,1067
767,6,693
767,9,370
767,11,769
769,7,767
769,9,370
771,8,336
776,2,5865
777,4,6904
777,6,270
777,8,11077
779,7,235
780,7,235
781,7,235
785,12,2724
792,7,210
792,9,1010
793,7,861
796,7,331
797,8,403
798,6,24527
798,8,1843
799,9,5472
801,4,2448
801,8,467
801,9,1566
801,11,3485
807,7,177
808,8,495
811,2,1235
811,11,1084
813,2,894
813,2,895
813,2,896
813,2,897
813,2,898
813,2,899
813,2,900
813,2,901
813,2,902
813,2,903
813,2,904
813,2,905
813,2,906
813,2,984
813,2,985
813,2,986
813,2,5152
813,2,6714
813,2,10017
813,2,12231
813,2,14837
813,2,22699
813,2,25389
813,2,30694
813,2,33947
813,6,6033
813,6,22777
813,8,223
813,9,225
813,12,23933
813,12,23935
814,7,22
815,7,22
817,2,1790
820,2,3371
820,2,3665
820,6,31433
820,6,36369
820,6,36370
820,6,36371
820,8,3016
821,9,3931
821,10,185
821,10,186
821,10,187
822,7,186
822,7,187
822,9,5228
824,9,3157
825,3,35204
825,11,504
825,11,1009
825,11,1799
825,11,1800
831,9,1014
833,9,1149
834,7,269
835,2,21119
835,8,836
836,9,835
837,2,4078
837,6,4903
839,2,1937
839,8,2591
842,2,5308
842,6,29854
842,6,31098
844,7,250
846,8,24
846,8,517
846,9,4015
848,7,141
849,2,4382
849,9,7311
849,11,5118
849,11,5957
849,11,26351
850,2,4353
852,6,7578
852,9,322
854,2,10373
854,4,1625
856,2,1830
856,2,3593
856,4,6226
856,8,36777
856,9,30901
857,2,3791
857,9,9201
858,2,9445
858,5,266
859,2,2606
859,2,8491
859,4,4712
859,11,552
859,11,874
859,11,1132
859,11,1313
859,11,8624
860,3,6741
861,2,793
861,9,3091
861,12,177
863,2,6657
864,7,93
866,8,535
866,9,1172
867,8,868
867,9,534
868,8,869
868,9,867
869,8,536
869,9,868
872,2,3991
873,3,9332
873,8,48
873,8,298
873,9,3269
874,2,3032
874,9,3033
874,11,552
874,11,859
874,11,1132
874,11,1313
874,11,8624
876,3,30042
876,5,17379
876,6,1362
877,4,1869
878,6,33048
880,8,50
880,9,2198
881,6,133
882,7,392
883,7,392
886,2,1750
886,8,591
887,10,888
888,4,887
889,5,8440
889,9,1519
890,5,2803
890,5,3325
890,5,3486
890,5,3505
890,5,4532
890,5,5075
890,5,5440
890,9,1382
890,9,4416
891,6,223
891,8,502
891,9,892
892,6,223
892,8,891
892,9,893
893,6,223
893,6,502
893,8,892
894,7,813
895,7,813
896,3,11659
896,3,18603
896,7,813
896,9,897
897,7,813
897,8,896
898,7,813
898,9,899
899,7,813
899,8,898
900,3,22695
900,7,813
901,7,813
901,9,903
902,7,813
903,7,813
903,8,901
903,9,904
904,7,813
904,8,903
905,7,813
906,7,813
907,2,30625
908,7,121
908,7,430
910,9,1988
911,7,250
912,2,2851
912,3,16345
913,9,968
915,8,589
917,11,650
918,2,2951
918,2,6945
918,2,10643
918,2,25313
918,2,32122
918,3,15335
918,3,19261
918,6,7472
918,6,21899
918,9,9969
919,7,2213
920,7,615
921,2,10520
921,8,615
924,8,925
924,9,926
925,3,28401
925,8,2268
925,9,924
926,8,924
926,9,6038
927,2,9528
927,8,1675
927,9,928
928,8,927
929,4,20975
929,9,574
929,9,5372
929,11,1657
930,4,2760
930,9,2761
932,3,24847
933,2,1841
934,2,2899
934,2,16700
934,3,10491
934,5,4896
934,9,1889
936,7,20
937,3,9737
937,6,54
937,6,22677
938,3,12885
938,6,5292
940,2,2132
940,12,6628
941,2,1489
949,2,7248
949,4,5462
949,4,24123
949,6,1911
949,9,1002
950,8,979
951,2,3203
951,3,30803
951,3,31202
951,9,6149
951,9,9348
956,3,10954
956,3,19799
956,6,1845
957,4,2193
957,9,1914
958,2,1774
959,9,960
960,8,959
960,9,5854
961,6,36937
962,2,5244
962,8,477
962,9,2563
963,7,189
964,2,1741
964,3,112
964,5,275
965,11,2464
966,2,2172
966,2,2450
966,2,3744
966,2,3745
966,2,3853
966,2,6217
966,2,6460
966,2,8358
966,2,8359
966,2,8360
966,2,8361
966,2,8362
966,2,8363
966,2,8364
966,2,8365
966,2,8366
966,2,8367
966,2,8368
966,2,8369
966,2,10116
966,2,12499
966,2,17113
966,2,21395
966,2,27653
966,2,31978
966,2,34244
966,2,35686
966,2,36566
966,3,14095
966,3,33661
966,3,34314
966,3,34835
966,3,35652
966,11,9799
967,2,4549
967,3,7363
967,3,31018
967,6,1358
967,6,1773
967,6,2174
967,6,3027
967,6,4312
967,6,5291
967,6,10177
967,8,1541
967,8,36655
967,8,37388
967,9,1356
967,11,1357
968,8,913
969,6,2685
969,8,177
971,2,18637
971,5,6513
971,6,2747
971,6,3044
971,8,33371
971,12,23933
972,9,368
973,2,5652
975,9,976
976,8,975
978,6,3579
979,9,950
981,8,642
982,2,983
983,7,982
984,6,10017
984,7,813
985,7,813
986,7,813
986,9,12231
987,8,225
988,8,989
989,9,988
992,9,993
993,8,992
995,8,22
995,9,2752
996,4,8756
996,4,13931
996,8,1239
997,7,532
998,2,3620
998,6,3952
998,9,999
999,8,998
1000,2,1081
1000,2,1676
1000,5,1706
1000,6,2202
1000,6,2203
1000,6,2470
1000,6,17269
1000,6,35854
1000,9,1645
1000,11,1553
1000,12,1301
1001,8,473
1002,3,20547
1002,6,1911
1002,8,949
1003,7,50
1004,6,32491
1005,12,34486
1006,8,696
1006,9,1144
1007,8,210
1007,9,1008
1008,7,210
1008,9,1011
1009,11,35204
1010,8,792
1012,10,582
1014,8,831
1015,7,73
1016,3,17659
1017,6,37576
1017,9,1018
1018,6,37576
1018,8,1017
1019,9,1020
1020,8,1019
1023,8,202
1024,8,447
1024,9,446
1034,3,17787
1034,9,20471
1035,7,2835
1035,9,22591
1037,2,3004
1037,8,2153
1037,12,682
1038,6,1039
1039,6,1038
1041,9,1042
1041,11,3007
1042,8,1041
1042,11,3007
1043,3,24139
1043,9,595
1045,9,1046
1046,8,1045
1048,2,3849
1048,11,615
1049,6,26303
1049,6,33344
1050,4,30143
1052,9,25591
1055,6,32086
1055,9,3429
1055,9,3430
1058,7,511
1062,6,601
1064,6,5658
1064,9,2734
1064,11,8666
1065,6,2491
1065,6,2492
1065,6,2493
1065,9,1540
1066,7,355
1066,9,3956
1067,3,23753
1067,6,766
1071,8,363
1074,7,20
1078,7,372
1079,4,493
1079,9,492
1080,3,1515
1081,7,1000
1082,2,1898
1084,11,811
1087,2,2458
1087,4,14059
1087,9,2454
1087,11,3394
1088,3,5051
1088,3,31494
1088,4,1504
1088,6,1089
1088,8,194
1088,9,474
1089,4,1504
1089,6,1088
1089,9,1262
1090,9,1091
1090,10,80
1091,8,1090
1091,9,1092
1091,10,80
1092,8,1091
1092,9,85
1092,10,80
1093,9,8848
1094,7,21
1095,3,33741
1095,8,1288
1095,9,1096
1096,3,33741
1096,8,1095
1096,9,1290
1097,9,2307
1097,9,2308
1100,6,1618
1100,9,1671
1101,5,539
1103,9,1104
1104,8,1103
1108,6,36029
1109,10,19
1110,8,521
1111,10,181
1112,10,180
1113,8,675
1116,3,19627
1117,2,6385
1117,3,4792
1117,7,527
1118,3,4793
1118,7,527
1119,3,4794
1119,7,527
1120,3,4795
1120,7,527
1121,3,5529
1121,7,1564
1122,7,1564
1123,8,8
1124,9,290
1127,4,11445
1127,9,1128
1127,11,1129
1128,8,1127
1128,9,1514
1129,11,1127
1132,2,3031
1132,11,552
1132,11,859
1132,11,874
1132,11,1313
1132,11,8624
1133,11,539
1135,6,5702
1135,8,1174
1136,5,4416
1137,6,4961
1138,9,4052
1142,8,16
1142,8,644
1143,8,48
1144,8,1006
1146,8,539
1146,9,540
1147,8,541
1147,9,31861
1149,8,833
1150,8,515
1150,12,207
1151,9,1152
1151,11,2181
1152,8,1151
1152,9,2181
1158,9,1159
1159,8,1158
1161,2,3884
1161,6,1162
1161,9,8442
1162,6,1161
1165,6,561
1165,9,1166
1166,8,1165
1166,9,608
1166,11,1964
1166,11,2168
1167,2,22031
1168,8,569
1170,8,1171
1170,9,534
1170,9,536
1171,9,1170
1172,8,535
1172,8,866
1172,9,4028
1174,6,5702
1174,9,1135
1182,9,5466
1183,5,2209
1185,6,1186
1186,6,1185
1187,8,563
1190,7,22
1191,6,1232
1191,8,573
1191,9,1231
1193,2,35297
1195,9,1840
1196,2,10262
1196,9,2518
1199,2,2710
1199,2,10114
1199,2,31033
1199,2,31034
1199,2,36620
1199,3,32773
1199,12,28581
1199,12,28583
1200,4,10270
1204,6,6094
1205,2,3401
1206,11,1441
1207,6,37387
1209,9,3111
1211,6,474
1212,3,9361
1215,7,94
1224,9,1268
1225,8,300
1226,3,23595
1226,11,400
1228,5,495
1231,8,1191
1231,8,1232
1232,5,573
1232,6,1191
1232,9,1231
1234,5,318
1235,7,811
1236,2,17165
1237,7,21
1238,7,21
1239,2,1240
1239,2,1278
1239,2,3076
1239,4,8756
1239,8,532
1239,9,996
1240,7,1239
1241,8,94
1248,9,1249
1249,8,1248
1250,3,17693
1251,2,3381
1251,9,1252
1252,8,1251
1253,8,1257
1253,9,3515
1254,2,1255
1254,2,1256
1254,2,1258
1254,2,1260
1254,2,28215
1254,4,6153
1254,6,10687
1254,6,36040
1254,8,6171
1254,9,1257
1255,7,1254
1256,7,1254
1257,4,6154
1257,8,1254
1257,9,1253
1258,7,1254
1259,8,3515
1259,9,12929
1260,7,1254
1262,8,1089
1263,2,5411
1264,9,1265
1265,8,1264
1265,9,1266
1266,8,1265
1266,9,1267
1267,8,1266
1268,8,1224
1272,9,1274
1273,8,1274
1274,8,1272
1274,9,1273
1276,9,1277
1276,12,21427
1276,12,23825
1277,8,1276
1278,7,1239
1281,2,30825
1281,4,22055
1285,9,1286
1286,8,1285
1288,3,33741
1288,6,324
1288,9,1095
1289,3,33741
1289,8,324
1290,3,33741
1290,8,1096
1292,3,27939
1292,4,13709
1292,9,4970
1293,2,1481
1293,2,1919
1293,2,1920
1293,2,1921
1293,2,1922
1293,2,1923
1293,2,6567
1293,9,1924
1293,9,1925
1295,6,212
1296,8,212
1296,9,1297
1297,8,1296
1297,9,1298
1298,8,1297
1299,4,5136
1301,6,1491
1301,8,2019
1301,9,1302
1302,8,1301
1302,9,3602
1311,10,59
1313,2,2962
1313,8,2397
1313,9,2398
1313,11,859
1313,11,874
1313,11,1132
1313,11,8624
1317,7,15
1325,6,2207
1327,9,2682
1335,7,467
1336,8,6016
1337,6,1556
1337,6,9493
1338,5,2983
1341,3,2692
1341,8,2252
1341,9,1342
1341,9,1343
1342,8,1341
1342,9,1343
1343,8,1341
1343,8,1342
1344,8,5052
1346,5,1347
1346,9,1349
1347,4,5036
1347,4,5043
1347,5,1346
1347,6,568
1347,9,1348
1348,8,1347
1349,2,1350
1349,8,1346
1349,12,568
1350,7,1349
1353,6,2341
1356,3,31018
1356,8,967
1356,9,1357
1357,8,1356
1358,6,967
1360,9,4027
1362,6,876
