11013,105
2104,153
5262,336
721,158
12365,180
6586,407
6586,390
178,309
2787,180
4477,180
853,62
4814,379
7054,180
11123,379
14227,65
269,407
59,225
6045,307
1735,407
210,379
4224,180
10030,180
74,156
4722,158
14397,225
1557,379
10800,225
3731,433
9513,292
5835,407
9863,444
7817,158
7817,439
966,346
120,379
957,225
21,455
1974,459
857,455
1914,225
249,426
6645,498
5690,180
1571,180
11759,426
7674,180
1698,180
14713,433
232,225
233,180
9656,307
9926,379
2564,379
3092,379
1579,495
32370,433
11547,237
11547,210
33185,485
7518,1
16642,1
7605,1
9389,426
34152,215
9998,1
153,407
27417,307
27417,498
5588,1
23903,365
13247,1
33398,190
1051,153
12447,105
3294,1
1381,426
8022,407
32666,96
33775,407
20667,426
37447,416
35277,1
14353,225
32747,1
5235,433
8154,455
5117,1
26443,488
16251,180
16251,455
6777,1
35594,1
36847,67
29765,1
32561,7
24275,129
29363,258
3669,1
1811,30
5036,1
9690,498
9721,138
812,336
19849,1
7791,207
747,470
11009,261
8726,342
20229,1
33155,1
10869,429
12589,1
3981,1
15813,509
36951,407
33462,89
12569,455
34908,1
1586,509
1778,1
20057,62
18637,1
6828,1
30347,7
14249,1
18893,330
35334,426
36755,270
3164,1
2632,1
2199,335
1286,497
34561,437
515,468
33907,1
238,407
5990,1
27989,207
36838,50
1200,11
32644,1
2769,225
24031,346
37421,1
3975,455
3975,99
29583,307
22839,1
10935,15
37711,209
9880,346
37435,62
14007,426
17147,129
28023,1
22273,180
33885,1
11769,210
3232,309
10250,346
15771,7
1360,1
8986,225
4590,1
3675,455
33153,1
33337,225
1396,426
23855,180
2687,246
29543,1
34350,180
36982,503
534,115
32032,455
30694,455
19889,307
988,156
988,137
29389,1
14355,6
11827,227
35240,23
35240,364
10197,153
15279,354
1587,62
32621,1
10588,13
6922,379
17649,180
35781,1
33600,1
3254,1
4851,433
35759,1
10627,1
15211,429
13965,96
6702,336
6702,7
34975,225
18071,1
19841,17
24641,339
24021,270
4480,1
37223,1
5199,153
22225,310
22225,466
9442,1
33274,168
32484,1
35138,1
146,146
146,342
21267,70
21267,214
36289,1
221,37
9546,1
1483,225
2343,1
32518,66
1640,479
35314,354
34476,1
7082,336
35952,455
10521,7
3335,258
3540,1
8879,1
5993,1
22493,1
2710,25
594,407
23229,379
23229,390
2520,455
20087,429
34779,1
4130,488
4130,193
1479,426
27727,109
25461,1
16780,1
2617,387
33094,7
31309,1
33808,1
23765,426
8373,258
209,180
33358,407
30065,1
19669,307
30721,89
28369,455
10823,1
9509,455
13047,225
2689,307
16163,1
24073,1
27849,455
7953,426
7953,447
3844,455
31699,264
7593,502
35935,1
8897,1
7411,381
30450,455
34859,1
5154,1
35139,346
35139,96
1388,21
22,465
2953,1
32219,1
1016,225
35505,1
6822,258
2051,444
5943,1
11583,228
7155,146
34943,77
34430,433
9627,1
12563,1
36398,1
6727,1
22495,1
7745,429
8671,1
10824,1
34692,1
24999,1
31698,1
31972,343
4804,1
8719,1
1160,1
353,455
26349,339
2762,156
32792,426
15809,485
11049,455
3627,502
33126,153
30814,1
20085,1
2205,153
17535,336
17535,7
1151,24
2025,62
15125,223
7193,225
27621,96
10149,1
13585,110
1969,426
3813,407
22295,1
8518,426
808,488
808,309
6890,126
35507,215
1547,346
6907,1
35328,1
2884,1
32933,1
34432,1
37150,356
13677,1
4250,455
7836,1
12663,455
13169,447
3707,1
18819,1
9074,342
35503,202
446,509
1379,10
1693,307
37789,1
22197,348
15819,455
25441,339
