11013,53
2104,26
5262,1
721,2
12365,1
6586,1
178,21
178,28
2787,26
4477,1
853,26
4814,47
7054,53
11123,26
14227,43
14227,32
269,64
59,26
59,28
6045,43
6045,32
1735,64
210,64
4224,43
4224,32
10030,41
74,47
4722,50
14397,53
1557,26
1557,28
10800,53
3731,21
9513,21
5835,1
9863,1
7817,26
966,26
120,26
957,26
957,28
21,26
21,1
1974,53
857,2
857,26
1914,1
249,64
6645,1
5690,1
1571,26
11759,64
7674,41
7674,44
1698,1
14713,26
232,45
232,43
232,32
232,28
233,1
9656,43
9656,32
9926,26
2564,1
3092,47
1579,53
32370,26
11547,1
33185,1
7518,1
16642,1
7605,1
9389,1
34152,1
9998,1
153,41
153,60
27417,1
5588,1
23903,1
13247,1
33398,1
1051,10
1051,21
12447,1
3294,1
1381,1
8022,1
32666,1
33775,1
20667,1
37447,1
35277,1
14353,26
32747,1
5235,1
8154,1
5117,1
26443,53
16251,1
6777,1
35594,1
36847,53
29765,1
32561,26
24275,1
29363,1
3669,1
1811,39
5036,1
9690,26
9721,1
812,10
19849,1
7791,53
747,41
747,36
11009,62
8726,53
20229,1
33155,1
10869,1
12589,1
3981,1
15813,1
36951,1
33462,1
12569,1
34908,1
1586,1
1778,1
20057,26
18637,1
6828,1
30347,1
14249,1
18893,21
35334,53
36755,1
3164,1
2632,1
2199,21
1286,14
34561,1
515,1
33907,1
238,64
238,21
5990,1
27989,51
36838,1
1200,1
32644,1
2769,1
24031,51
37421,1
3975,1
29583,1
22839,1
10935,1
37711,1
9880,1
37435,1
14007,1
17147,1
28023,1
22273,26
33885,1
11769,1
3232,1
10250,1
15771,1
1360,1
8986,67
4590,1
3675,1
33153,1
33337,26
1396,1
23855,1
2687,1
29543,1
34350,26
36982,1
534,26
534,14
534,24
32032,26
30694,26
19889,1
988,1
29389,1
14355,1
11827,1
35240,53
10197,1
15279,1
1587,10
32621,1
10588,53
6922,53
17649,1
35781,1
33600,1
3254,48
4851,1
35759,1
10627,1
15211,1
13965,1
6702,26
34975,1
18071,1
19841,1
24641,1
24021,1
4480,1
37223,1
5199,1
22225,53
9442,1
33274,1
32484,1
35138,1
146,2
21267,1
36289,1
221,41
221,55
9546,1
1483,28
2343,1
32518,1
1640,41
35314,1
34476,1
7082,1
35952,1
10521,43
10521,32
3335,1
3540,1
8879,1
5993,1
22493,1
2710,1
594,64
23229,1
2520,1
20087,1
34779,1
4130,1
1479,1
27727,51
25461,1
16780,1
2617,1
33094,1
31309,1
33808,1
23765,1
8373,1
209,8
209,28
33358,1
30065,1
19669,1
30721,1
28369,1
10823,1
9509,1
13047,1
2689,1
16163,1
24073,1
27849,1
7953,1
3844,1
31699,1
7593,1
35935,1
8897,1
7411,36
30450,1
34859,1
5154,1
35139,1
1388,1
22,64
2953,1
32219,1
1016,2
35505,1
6822,1
2051,14
5943,1
11583,1
7155,1
34943,1
34430,1
9627,1
12563,1
36398,1
6727,1
22495,1
7745,1
8671,1
10824,1
34692,1
24999,1
31698,1
31972,1
4804,1
8719,1
1160,41
353,1
26349,1
2762,1
32792,44
15809,26
11049,1
3627,1
33126,1
30814,1
20085,1
2205,26
17535,26
1151,14
2025,26
15125,1
7193,1
27621,1
10149,1
13585,53
1969,47
1969,10
3813,1
22295,1
8518,1
808,2
6890,1
35507,26
1547,1
6907,1
35328,1
2884,25
32933,1
34432,1
37150,1
13677,1
4250,1
7836,1
12663,1
13169,1
3707,1
18819,1
9074,43
9074,32
35503,1
446,41
1379,1
1693,53
37789,1
22197,1
15819,1
25441,1
30392,1
2476,21
19871,1
18,26
10236,1
3194,52
31014,1
5060,26
5322,1
546,1
22617,1
5466,44
33915,1
7625,1
33135,1
10244,1
5624,1
34644,1
6653,1
33154,1
10249,1
2618,1
35982,1
1921,14
1921,21
31599,1
1105,1
31073,1
9754,26
33217,1
14889,1
29830,1
23475,1
1259,1
459,1
18533,1
26337,1
26301,1
790,26
790,28
2661,1
31486,1
1130,2
10016,1
4918,1
33095,1
1149,2
37208,1
8290,1
3747,1
30199,1
33670,1
10218,64
10218,44
14837,26
21591,1
678,2
678,39
17979,1
3761,1
18629,1
8140,1
5041,53
6707,26
37320,1
236,2
31189,1
34438,26
1488,2
1488,14
21891,1
12623,1
34818,1
2522,1
9515,53
24873,1
5984,47
8706,1
7435,1
12191,1
33018,8
11061,64
6227,1
23623,53
4537,1
32983,1
2180,1
4497,1
32122,1
17747,1
33028,26
29377,1
30428,1
64,53
23779,1
9667,1
5682,26
382,41
13373,1
821,1
7176,1
1726,2
1726,26
1206,1
33300,1
4095,1
8277,53
21681,53
36793,53
28211,26
254,26
8062,1
32728,1
3950,1
13185,19
37104,1
10629,38
6131,1
36451,1
865,1
31158,26
36662,1
37509,1
18723,1
34643,1
30547,1
19363,8
35249,1
5472,1
799,1
560,1
4567,39
37370,1
2072,41
30952,53
1124,26
1124,10
36702,1
29703,1
2171,1
6337,1
29953,1
34498,27
29623,1
8415,1
36666,1
35171,1
1837,53
23299,1
8769,8
4124,1
24457,1
11421,1
1562,2
1562,26
5551,1
3723,1
2342,1
880,2
880,26
880,44
35889,26
1469,2
1469,21
2155,1
35403,1
3429,1
7639,1
22831,1
19391,26
29989,1
37467,1
4554,1
29944,1
9832,1
733,1
2394,1
31747,1
5162,1
20025,1
37651,1
3737,1
2281,52
19255,53
4318,1
2838,55
36520,1
4391,1
2264,41
2264,21
2264,44
17624,1
8241,41
21771,1
31165,1
1925,1
31387,1
10384,1
14995,1
3895,41
5163,26
9274,1
23065,1
32755,1
6015,1
19009,1
23837,1
32377,1
11299,1
9548,1
32380,1
9806,1
4024,1
12695,1
30096,1
1752,1
10718,1
1744,64
32593,1
36272,1
33051,26
30144,1
13639,53
835,1
8751,1
10701,1
1772,14
831,53
831,28
1609,26
1609,10
1910,28
29738,1
33843,1
17955,1
6172,64
11569,1
20125,1
2463,1
21969,1
3115,1
15219,1
1450,60
24377,1
16964,1
13807,1
9999,1
13253,1
10705,1
31587,1
34037,1
4907,1
4921,1
13431,1
13165,45
1122,1
1122,42
16726,1
19233,1
2224,1
34186,1
26023,1
3464,1
8132,1
17949,1
33183,1
16377,1
4050,1
798,1
32854,1
24785,1
11793,1
5587,1
16035,26
2947,1
26085,1
29933,1
10420,1
37115,1
15611,1
7495,1
780,26
25567,53
12445,53
35473,1
35370,1
7843,1
28913,1
242,41
242,44
1454,1
10905,1
23831,1
22157,1
17493,1
2717,1
1686,64
2091,1
4490,41
10407,1
33743,26
35667,1
9834,26
2739,1
33769,1
28433,1
10901,1
6759,1
7446,1
3922,1
34323,1
30556,1
2732,1
36519,1
33248,64
3016,1
6336,47
6336,10
6336,44
11465,1
33820,1
16480,1
22181,1
19383,53
33985,1
139,1
16009,53
12471,26
3448,21
3448,39
956,21
8492,1
1366,1
22329,1
4536,1
34595,1
7655,1
37528,1
877,64
6246,1
32083,26
28955,1
36920,1
1999,26
13427,1
370,2
1429,1
35478,1
30335,1
37106,1
31585,1
32625,1
10463,1
3028,53
8966,1
399,1
30667,1
1774,26
1774,28
3889,39
8786,1
1161,14
9167,1
10923,1
28237,1
2559,1
37127,1
2722,6
2722,21
33255,26
21395,1
32275,1
683,1
28927,26
17249,1
29651,1
6954,8
1761,63
5909,53
34612,1
1565,64
1565,62
8407,26
22469,1
36825,1
8999,1
2164,38
646,10
33079,1
28685,1
9849,1
5558,1
18269,1
16570,1
1216,41
3091,1
1846,2
1846,47
11763,26
7861,1
6150,1
35611,1
1026,41
8183,1
18937,1
801,10
801,39
33914,1
6112,53
33286,1
20175,1
29829,1
21671,1
2651,1
25963,1
29207,1
36447,1
2985,1
3519,26
24181,1
5678,53
1283,41
1044,21
4061,52
32247,1
34392,1
17211,1
13261,1
29764,1
3880,1
25265,1
6582,1
510,1
6149,1
34528,1
7939,1
16894,1
709,1
2488,1
2748,1
29707,1
219,2
219,47
3046,1
9968,1
16890,53
193,2
34939,11
27909,1
33310,1
2004,1
33687,1
4879,1
13937,1
35417,1
3367,1
1085,26
35330,26
35330,53
2673,1
13103,1
21065,1
24819,1
18469,1
10278,1
27843,1
6666,1
37031,1
35589,26
37831,1
282,1
1644,41
3738,1
2260,1
19569,1
8355,1
6472,1
12059,1
31617,1
2616,1
35281,1
14543,1
33449,1
9338,1
31797,26
7803,1
34799,1
7398,1
7782,1
8917,53
1622,1
32189,26
33086,1
29823,1
30646,1
13823,1
28669,1
33152,1
166,26
35118,1
1147,26
20031,26
11673,1
295,2
295,53
29371,1
2146,1
2334,1
19169,1
17295,1
24793,1
10909,1
23725,1
12879,1
16201,53
37385,1
23171,1
3556,1
10325,1
30411,1
28891,53
5133,1
28247,1
36086,1
37277,1
35002,1
35677,1
10302,1
9540,1
836,2
9575,1
20241,1
6447,1
7532,1
3457,64
8862,1
10532,1
2913,1
16434,1
3227,1
11069,1
9857,1
12979,64
18677,53
34785,1
10741,1
5233,26
5233,44
1769,2
24921,1
1012,1
37779,1
1255,21
5023,1
9822,1
50,41
50,44
3251,1
17,1
23479,1
7744,41
22417,1
29477,1
32557,1
19217,1
35696,1
5665,1
35078,53
1416,26
9981,53
1691,26
1452,1
36309,1
523,66
523,27
24259,1
30851,1
6641,1
611,1
37140,1
1942,10
125,1
31426,1
35424,1
8968,1
14685,1
2896,1
4196,26
11855,1
9810,1
34198,1
18743,1
22131,1
1913,1
1142,64
16738,1
211,4
15963,1
8799,1
1884,1
31338,26
31338,18
792,64
36811,1
3689,1
23755,26
24,26
813,26
3031,1
4385,1
6802,47
10152,1
29963,1
3906,1
21575,26
30167,1
36636,1
3151,2
11543,1
23985,1
37303,64
8302,1
24833,26
10719,26
4939,1
6713,1
11795,1
7265,1
8918,1
33566,1
5153,1
4440,1
23575,1
36699,1
4462,1
36067,1
33164,26
36474,1
29918,1
10570,1
4364,1
21437,26
30191,8
1028,1
4360,1
34990,1
14817,53
7448,1
19497,1
32600,1
9260,8
7152,1
35090,1
31676,1
770,1
9778,1
16810,1
9759,1
27915,1
34458,1
1222,1
2255,21
27495,1
35031,1
8934,10
8934,8
21963,1
5189,1
36782,1
14989,1
5281,1
3909,1
19961,1
27525,53
35153,1
33480,1
8332,1
33228,1
2075,1
37449,1
6312,53
8733,1
11357,1
21473,8
1088,2
36611,1
9948,1
90,10
1989,1
29469,1
9014,1
20555,53
15769,53
31170,1
25687,54
1404,1
998,2
5631,1
27821,8
34129,1
30648,1
7062,53
10056,1
2493,1
1154,1
2649,1
6852,1
33378,1
24357,1
2245,41
6392,1
36542,1
34060,1
3883,1
14289,53
936,64
1370,1
21973,1
1838,1
32281,26
32281,44
36725,1
3044,39
18329,1
30921,1
32568,1
30355,53
20423,53
8752,1
602,1
2936,41
36719,1
539,26
539,28
18295,8
36858,1
25053,1
28119,1
4452,1
36673,1
10838,1
2038,1
16702,1
15649,26
19687,1
33962,36
17293,1
31,1
1364,26
247,12
6513,1
17613,1
7551,1
2353,1
2704,2
34454,1
2928,1
2253,21
10693,26
23677,1
6795,1
2037,1
21195,26
5918,1
35122,1
36565,1
2129,10
2129,21
2129,12
2806,1
5643,1
32982,1
10000,1
15411,53
12767,1
5941,1
2528,2
2752,1
29835,1
6418,1
14519,1
3059,1
19747,1
12067,41
36566,1
8664,1
293,53
293,59
9493,43
9493,32
757,1
7311,26
7311,10
1731,1
3054,1
10759,1
1333,52
3247,10
1681,1
20969,1
144,1
23987,44
23987,27
10491,1
576,2
576,26
18643,1
6758,53
34527,1
8837,1
19505,1
28571,1
4437,64
10245,1
30840,1
28925,1
35116,1
27467,1
6937,1
8646,1
32636,1
512,66
512,27
19971,1
130,28
1462,57
12231,1
2595,1
21899,1
36642,1
25983,1
29863,1
12875,1
32665,1
28735,1
32767,1
16,64
302,1
23835,1
689,53
29585,1
28833,26
28887,1
3968,2
2660,1
7020,1
2168,1
33103,1
5002,1
333,1
21639,1
574,10
574,12
5214,1
33170,1
2265,1
36623,1
33487,26
15961,1
7032,1
4698,36
31584,1
14653,53
1669,45
8958,1
23401,1
6836,1
30055,1
4813,1
313,1
3618,1
36607,1
36655,51
9956,1
1650,65
13267,53
37292,1
509,28
1966,39
15583,26
751,1
1883,1
1033,22
20471,1
19187,1
2943,1
30971,1
4535,1
18795,1
1371,41
1371,44
18577,1
33454,1
7730,1
527,64
527,1
4484,1
4560,1
18465,43
18465,32
6347,26
32648,26
1933,1
17951,1
180,26
180,28
11681,1
379,2
379,26
2111,1
2841,41
2841,36
34238,1
32264,1
28811,1
36497,1
12803,1
7261,1
1750,47
1750,41
28041,1
17867,1
9304,1
2276,1
33369,1
30329,1
46,2
46,8
32936,26
29453,1
24821,1
29165,1
1232,10
1232,41
32763,1
33273,1
7904,1
34102,53
17635,1
25969,1
1104,2
1104,53
27965,1
30269,1
3073,1
33195,1
1415,21
22319,26
1194,2
1194,26
6330,29
6330,26
28603,1
24051,1
10807,1
28775,1
36475,8
1096,38
1096,12
11371,1
25875,1
36594,1
1601,2
1601,26
4657,1
1385,17
36116,1
33279,1
28977,26
28977,18
21031,1
5829,1
36993,1
35041,1
708,1
825,1
30862,1
18323,1
1034,38
1034,12
1549,1
9723,1
34361,1
2125,26
20815,1
7245,1
34881,1
6463,1
33729,1
91,10
34005,1
36094,53
1891,1
18817,1
27887,1
8490,1
32454,1
1009,14
4874,1
4208,1
34440,26
2619,1
35044,1
19811,1
29905,1
13057,1
681,1
7211,1
37753,1
28813,1
241,26
241,28
28093,1
10540,1
34234,1
32071,1
6148,1
36587,1
8936,1
22179,1
8195,1
34481,1
34192,1
5712,1
416,66
416,27
12669,1
35180,8
35709,1
19365,8
33852,1
1132,25
15717,1
37073,1
2267,2
2267,26
22597,1
