11013,69
11013,833
11013,537
11013,582
11013,411
2104,941
2104,17
2104,833
2104,825
5262,941
5262,825
721,560
721,320
721,544
12365,594
12365,806
6586,1080
6586,217
6586,806
178,1047
178,869
2787,334
2787,27
4477,305
4477,89
4477,822
853,1032
853,355
853,630
4814,302
4814,451
4814,560
4814,741
7054,334
7054,926
7054,355
7054,357
11123,507
11123,451
11123,29
11123,479
14227,941
14227,69
14227,617
14227,483
269,941
269,69
269,240
269,942
269,872
269,806
59,926
59,681
6045,1032
6045,630
6045,806
1735,941
1735,69
1735,443
1735,728
1735,942
1735,806
210,803
210,476
210,305
210,801
4224,332
4224,834
4224,534
4224,1077
4224,942
10030,594
10030,806
74,69
74,817
4722,825
4722,693
4722,355
4722,942
14397,1032
14397,630
1557,825
1557,539
10800,1032
10800,630
3731,121
3731,1011
9513,891
9513,240
9513,1080
9513,806
5835,1
9863,941
9863,98
9863,240
7817,240
7817,29
7817,217
7817,359
7817,104
7817,806
7817,16
7817,720
966,937
120,941
120,617
120,471
957,594
957,817
21,305
21,925
21,806
1974,931
1974,554
857,543
857,483
1914,594
1914,817
249,1080
249,801
6645,320
5690,305
5690,822
1571,941
1571,98
1571,543
1571,239
11759,332
11759,728
11759,1055
11759,1105
11759,27
7674,594
7674,806
1698,240
1698,332
1698,483
1698,305
1698,534
1698,822
1698,304
14713,941
14713,240
14713,825
14713,693
14713,355
14713,217
232,594
232,483
232,817
232,1068
233,1
9656,1032
9656,630
9656,806
9926,507
9926,451
9926,29
9926,217
9926,479
2564,602
3092,302
3092,451
3092,560
3092,741
1579,69
1579,355
1579,484
1579,943
32370,941
32370,69
32370,240
32370,806
11547,941
11547,317
33185,1
7518,594
7518,1098
16642,668
7605,1
9389,1
34152,1
9998,1015
9998,1061
153,817
27417,302
5588,1
23903,1
13247,987
33398,1
1051,1
12447,29
3294,1050
1381,121
1381,1049
1381,125
8022,1
32666,1
33775,525
20667,114
37447,801
37447,1017
35277,1
14353,1
32747,730
5235,825
5235,758
8154,1
5117,295
5117,425
26443,217
26443,625
16251,1
6777,1
35594,262
36847,376
29765,571
32561,1
24275,594
29363,121
3669,803
1811,834
1811,582
1811,977
5036,17
9690,445
9721,680
812,121
812,825
19849,182
7791,693
7791,926
7791,582
7791,728
7791,63
747,302
747,649
11009,1
8726,693
8726,926
8726,582
8726,533
8726,890
8726,1105
8726,560
20229,493
33155,121
10869,1097
12589,348
3981,1067
15813,69
15813,834
15813,982
36951,121
33462,217
33462,258
33462,331
12569,1
34908,1
1586,1
1778,364
20057,121
20057,1105
20057,116
18637,965
6828,1
30347,69
14249,1
18893,825
18893,479
18893,1105
18893,1024
18893,805
18893,804
35334,594
35334,119
36755,106
3164,298
2632,86
