11013,4
11013,39
11013,26
11013,33
2104,4
2104,23
2104,26
2104,28
2104,33
5262,4
5262,17
5262,28
5262,31
721,4
721,7
721,17
721,26
721,9
12365,4
12365,7
12365,26
12365,33
6586,16
6586,28
6586,31
178,17
178,4
178,26
178,28
178,31
2787,1
2787,7
2787,9
2787,26
2787,28
2787,39
4477,21
4477,35
4477,4
4477,26
4477,15
853,4
853,11
853,26
853,28
853,31
4814,4
4814,7
4814,26
4814,34
7054,4
7054,26
7054,28
7054,31
11123,4
11123,7
11123,26
11123,34
14227,35
14227,4
14227,26
14227,28
14227,31
269,1
269,2
269,4
269,38
269,39
269,33
59,29
59,4
59,7
59,26
59,8
59,30
6045,35
6045,7
6045,26
6045,28
6045,31
1735,1
1735,2
1735,4
1735,38
1735,18
1735,33
210,35
210,4
210,18
210,9
4224,35
4224,4
4224,26
4224,28
10030,4
10030,7
10030,26
10030,33
74,4
74,28
74,31
74,38
4722,4
4722,7
4722,26
4722,31
14397,7
14397,10
14397,15
14397,28
14397,35
14397,37
1557,1
1557,17
1557,9
1557,39
1557,6
1557,13
1557,31
10800,7
10800,10
10800,15
10800,28
10800,35
10800,37
3731,4
3731,26
3731,31
9513,1
9513,4
9513,6
9513,39
9513,28
9513,33
5835,7
5835,26
5835,31
9863,4
9863,28
9863,33
7817,4
7817,26
7817,8
7817,28
7817,30
966,35
966,4
966,8
966,28
966,30
120,35
120,4
120,7
120,26
120,9
120,31
957,2
957,9
957,4
957,26
957,13
957,7
21,1
21,2
21,4
21,38
21,7
21,9
21,33
1974,7
1974,31
857,1
857,4
857,8
857,33
857,37
1914,2
1914,4
1914,7
1914,9
1914,13
1914,26
249,1
249,2
249,4
249,13
249,6
249,39
249,17
249,26
249,9
249,33
6645,8
6645,4
6645,28
6645,30
5690,4
5690,15
5690,21
5690,26
1571,4
1571,14
1571,22
1571,31
1571,39
11759,1
11759,10
11759,29
11759,26
11759,28
7674,4
7674,7
7674,26
7674,33
1698,21
1698,35
1698,4
1698,7
1698,26
1698,15
14713,4
14713,6
14713,39
14713,26
14713,9
14713,31
232,2
232,4
232,7
232,17
232,26
232,9
232,28
232,31
233,4
233,29
233,31
9656,35
9656,7
9656,26
9656,28
9656,31
9926,4
9926,7
9926,26
9926,34
2564,4
2564,26
2564,28
2564,29
2564,35
3092,4
3092,7
3092,26
3092,34
1579,4
1579,7
1579,11
1579,17
1579,21
1579,26
1579,28
1579,31
32370,1
32370,2
32370,38
32370,6
32370,33
11547,1
11547,4
11547,7
11547,13
11547,26
11547,27
11547,31
33185,1
33185,4
33185,13
33185,27
33185,33
7518,16
7518,21
7518,35
16642,12
7605,2
7605,4
7605,9
7605,16
7605,17
9389,29
9389,2
9389,36
9389,19
34152,1
34152,22
34152,14
34152,25
9998,24
9998,4
9998,26
9998,7
153,1
153,2
153,9
153,17
153,39
27417,11
27417,28
27417,41
27417,31
5588,12
23903,4
23903,26
13247,2
13247,4
13247,30
33398,4
1051,1
1051,2
1051,19
1051,20
1051,29
12447,4
3294,36
3294,19
3294,20
3294,22
3294,29
1381,1
1381,20
1381,26
1381,29
1381,36
8022,4
32666,4
33775,1
33775,27
20667,19
20667,20
37447,2
37447,22
37447,33
35277,7
35277,13
14353,10
14353,22
14353,25
14353,7
14353,40
32747,21
5235,10
5235,9
8154,2
8154,4
